measurement_id,oligo_id,oligo_name,source_id,study_type,species,strain,system_model,is_human_system,indication_population,arm_label,arm_description,arm_role,cns_compartment,delivery_route,dose_value,dose_unit,dose_regimen,exposure_duration,timepoint,endpoint_tier,readout_category,readout_name,readout_term_verbatim,readout_value,readout_unit,readout_is_qualitative,n_affected,n_at_risk,comparator_arm,n_affected_comparator,n_at_risk_comparator,statistic,effect_direction,effect_vs_control,seriousness,assessment_type,organ_system,source_vocabulary,hydroceph_grade,grade_basis,grade_status,ascertainment,ascertainment_basis,attribution_as_stated,attribution_evidence,tox_axis,event_cluster_id,source_ref,source_location,redistribution,notes
HYD-MSR-00317,HYD-OLG-0026,WVE-003,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'MD: 30mg WVE-003',TRUE,Huntington Disease,MD: 30mg WVE-003,"Multiple Dose - 30mg WVE-003

MD: 30mg WVE-003: Three doses of 30mg WVE-003 Q8WK a stereopure antisense oligonucleotide (ASO",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),B,procedure_complication,post_lumbar_puncture_syndrome_AE,Post lumbar puncture syndrome,0,participants,FALSE,0,16,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,non_serious,SYSTEMATIC_ASSESSMENT,"Injury, poisoning and procedural complications",NOT_REPORTED,0,0 = endpoint term is listed in this trial's posted adverse-event table with an explicitly reported count of 0 in this arm (SCHEMA.md rubric grade 0; ascertainment = measured_null),provisional,measured_null,"The term is listed in this trial's posted other-adverse-event table with an explicit count of 0 for this arm. The module declares frequencyThreshold=5, which governs the other-events table only.",not_discussed,"ClinicalTrials.gov results adverse-event modules report all-cause adverse events and record no per-event causality assessment; the registry states assessmentType=SYSTEMATIC_ASSESSMENT. Attribution must be read from the concurrent comparator arm, not from this field.",delivery_procedure_complication,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.otherEvents[term='Post lumbar puncture syndrome'].stats[groupId='EG005'],public_domain,"ClinicalTrials.gov v2 API record, retrieved 2026-08-28. Arm at risk n=16."
HYD-MSR-00318,HYD-OLG-0020,placebo_or_sham_control,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'SAD: Pooled Placebo',TRUE,Huntington Disease,SAD: Pooled Placebo,"Placebo

SAD: Pooled Placebo: Single dose of placebo",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,16,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 2 terms and an other-event table listing 86 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG000'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00319,HYD-OLG-0026,WVE-003,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'SAD: 30mg WVE-003',TRUE,Huntington Disease,SAD: 30mg WVE-003,"Single Ascending Dose - 30mg WVE-003

SAD: 30mg WVE-003: Single ascending dose of 30mg WVE-003, a stereopure antisense oligonucleotide (ASO)",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,13,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 2 terms and an other-event table listing 86 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG001'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00320,HYD-OLG-0026,WVE-003,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'SAD: 60mg WVE-003',TRUE,Huntington Disease,SAD: 60mg WVE-003,"Single Ascending Dose - 60mg WVE-003

SAD: 60mg WVE-003: Single ascending dose of 60mg WVE-003, a stereopure antisense oligonucleotide (ASO)",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,10,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 2 terms and an other-event table listing 86 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG002'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00321,HYD-OLG-0026,WVE-003,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'SAD: 90mg WVE-003',TRUE,Huntington Disease,SAD: 90mg WVE-003,"Single Ascending Dose - 90mg WVE-003

SAD: 90mg WVE-003: Single ascending dose of 90mg WVE-003, a stereopure antisense oligonucleotide (ASO)",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,8,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 2 terms and an other-event table listing 86 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG003'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00322,HYD-OLG-0020,placebo_or_sham_control,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'MD: Placebo',TRUE,Huntington Disease,MD: Placebo,"Placebo

MD: Placebo: Three doses of placebo Q8WK",comparator,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,7,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 2 terms and an other-event table listing 86 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG004'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00323,HYD-OLG-0026,WVE-003,NCT05032196,clinical_trial,human,NOT_APPLICABLE,Study of WVE-003 in Patients With Huntington's Disease — arm 'MD: 30mg WVE-003',TRUE,Huntington Disease,MD: 30mg WVE-003,"Multiple Dose - 30mg WVE-003

MD: 30mg WVE-003: Three doses of 30mg WVE-003 Q8WK a stereopure antisense oligonucleotide (ASO",exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),Day 1 through Week 24 (single ascending dose Period 1); Day 1 through Week 28 (multi dose Period 2),A,hydrocephalus_event,hydrocephalus_serious_AE,NOT_APPLICABLE,0,participants,FALSE,0,16,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,serious,NOT_APPLICABLE,Nervous system disorders,NOT_APPLICABLE,0,0 = no serious adverse event coded to any tier-A hydrocephalus term appears in this trial's posted serious-adverse-event table (2 terms listed). SCHEMA.md rubric grade 0.,provisional,measured_null,"Derived from absence: this trial posted a serious-adverse-event table listing 2 terms and an other-event table listing 86 terms at frequencyThreshold=5; no tier-A hydrocephalus term is among them. This is a statement about the posted document, not a claim that ventricular imaging was performed. See METHODOLOGY.md OI-01.",not_discussed,No event; no attribution to record.,ventricular_enlargement,NOT_APPLICABLE,NCT05032196,resultsSection.adverseEventsModule.seriousEvents (absence of any tier-A term); eventGroups[id='EG005'].seriousNumAtRisk,public_domain,"Explicit trial-level negative. ClinicalTrials.gov v2 API record, retrieved 2026-08-28."
HYD-MSR-00324,HYD-OLG-0017,nusinersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,22,reports,FALSE,22,7655,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,3,"Grade assigned from the MedDRA preferred term alone, per the SCHEMA.md rubric, because a FAERS aggregate carries no clinical narrative: hydrocephalus terms -> 3, ventricular imaging and procedure terms -> 1, pressure/composition terms -> 2. This is a weaker basis than a trial or case row and must not be pooled with them without stratifying on study_type.",provisional,measured_positive,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""nusinersen"" OR patient.drug.medicinalproduct:""SPINRAZA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00325,HYD-OLG-0021,tofersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,CSF_and_neuraxis,intrathecal_lumbar,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,1,reports,FALSE,1,503,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,3,"Grade assigned from the MedDRA preferred term alone, per the SCHEMA.md rubric, because a FAERS aggregate carries no clinical narrative: hydrocephalus terms -> 3, ventricular imaging and procedure terms -> 1, pressure/composition terms -> 2. This is a weaker basis than a trial or case row and must not be pooled with them without stratifying on study_type.",provisional,measured_positive,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""tofersen"" OR patient.drug.medicinalproduct:""QALSODY"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00326,HYD-OLG-0006,eplontersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,0,reports,FALSE,0,168,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""eplontersen"" OR patient.drug.medicinalproduct:""WAINUA"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00327,HYD-OLG-0012,inotersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,subcutaneous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,0,reports,FALSE,0,1763,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""inotersen"" OR patient.drug.medicinalproduct:""TEGSEDI"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00328,HYD-OLG-0007,eteplirsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,0,reports,FALSE,0,2415,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""eteplirsen"" OR patient.drug.medicinalproduct:""EXONDYS 51"" OR patient.drug.medicinalproduct:""EXONDYS"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00329,HYD-OLG-0009,golodirsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,0,reports,FALSE,0,446,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""golodirsen"" OR patient.drug.medicinalproduct:""VYONDYS 53"" OR patient.drug.medicinalproduct:""VYONDYS"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00330,HYD-OLG-0023,viltolarsen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,0,reports,FALSE,0,165,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""viltolarsen"" OR patient.drug.medicinalproduct:""VILTEPSO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00331,HYD-OLG-0003,casimersen,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,0,reports,FALSE,0,872,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,no_change,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,0,0 = no FAERS report for this drug carries this reaction term. Absence in a spontaneous system is weak evidence; see ascertainment_basis.,provisional,measured_null,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""casimersen"" OR patient.drug.medicinalproduct:""AMONDYS 45"" OR patient.drug.medicinalproduct:""AMONDYS"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
HYD-MSR-00332,HYD-OLG-0018,patisiran,FAERS_openFDA,pharmacovigilance,human,NOT_APPLICABLE,"FDA Adverse Event Reporting System, spontaneous reports",TRUE,NOT_REPORTED,all reports naming this drug,NOT_APPLICABLE,exposed,NOT_APPLICABLE,intravenous,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,A,hydrocephalus_event,faers_reports_hydrocephalus,HYDROCEPHALUS,1,reports,FALSE,1,2810,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NOT_REPORTED,increase,NOT_REPORTED,NOT_REPORTED,spontaneous_report,NOT_REPORTED,MedDRA preferred term as stored by FAERS,3,"Grade assigned from the MedDRA preferred term alone, per the SCHEMA.md rubric, because a FAERS aggregate carries no clinical narrative: hydrocephalus terms -> 3, ventricular imaging and procedure terms -> 1, pressure/composition terms -> 2. This is a weaker basis than a trial or case row and must not be pooled with them without stratifying on study_type.",provisional,measured_positive,"FAERS is a voluntary spontaneous-reporting system with no exposure denominator. n_at_risk is the drug's TOTAL FAERS report count, so n_affected/n_at_risk is a reporting proportion within that drug's own reports and is not an incidence. Absence of a term reflects reporting behaviour as much as clinical absence.",not_discussed,FAERS records no causality assessment. A report associates a drug with an event; it does not attribute one to the other.,ventricular_enlargement,NOT_APPLICABLE,"openFDA drug/event: search=patient.reaction.reactionmeddrapt.exact:""HYDROCEPHALUS"" count by drug; denominator search=(patient.drug.openfda.generic_name:""patisiran"" OR patient.drug.medicinalproduct:""ONPATTRO"")",api.fda.gov/drug/event.json results[] bucket matching this drug name,public_domain,"openFDA API, retrieved 2026-08-28. Payloads committed under sources/raw/faers_*.json."
