measurement_id,oligo_id,study_type,species,system_model,cns_region,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,endpoint_domain,challenge_priority,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,neurotox_grade,reversibility,is_cns_specific,source_id,source_ref,source_table,redistribution,notes
CMS0835,CNS252,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 802477, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0836,CNS253,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 802478, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0837,CNS253,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.4,fold_change,increase,1.4x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 802478, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0838,CNS253,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.3,fold_change,increase,1.3x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 802478, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0839,CNS253,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 802478, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3);value is the average of 1-3 mice (patent asterisk)"
CMS0840,CNS253,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,3.5,score_0_to_7,increase,TBD,3,irreversible,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 802478, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3 ;; VERIFIED[REFUTED] The value and locus are right and grade 3 survives, but the row means something else than it claims. readout_name ""FOB_score_8wk"" with readout_unit ""score_0_to_7"" and effect_direction ""increase"" present an animal-loss count as a graded 8-we ;; corrected(effect_vs_control:3.50_vs_0_PBS->TBD)"
CMS0841,CNS254,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806673, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0842,CNS254,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806673, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0843,CNS254,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,9.1,fold_change,increase,9.1x_vs_PBS,2,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806673, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0844,CNS254,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806673, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0845,CNS254,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806673, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0846,CNS255,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806674, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0847,CNS255,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806674, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0848,CNS255,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,8.2,fold_change,increase,8.2x_vs_PBS,2,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806674, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0849,CNS255,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806674, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0850,CNS255,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806674, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0851,CNS256,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806675, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0852,CNS256,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806675, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0853,CNS256,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,10.3,fold_change,increase,10.3x_vs_PBS,2,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806675, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0854,CNS256,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806675, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0855,CNS256,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806675, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0856,CNS257,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806676, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0857,CNS257,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806676, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0858,CNS257,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.5,fold_change,increase,1.5x_vs_PBS,1,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806676, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0859,CNS257,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806676, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0860,CNS257,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806676, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0861,CNS258,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806677, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0862,CNS258,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806677, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0863,CNS258,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.5,fold_change,increase,1.5x_vs_PBS,1,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806677, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0864,CNS258,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806677, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0865,CNS258,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806677, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0866,CNS259,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,0.9,fold_change,no_change,0.9x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806678, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0867,CNS259,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806678, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0868,CNS259,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806678, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0869,CNS259,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806678, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0870,CNS259,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806678, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0871,CNS260,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806679, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0872,CNS260,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.2,fold_change,increase,1.2x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806679, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0873,CNS260,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.3,fold_change,increase,1.3x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806679, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0874,CNS260,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806679, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0875,CNS260,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806679, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0876,CNS261,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.1,fold_change,no_change,1.1x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806680, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0877,CNS261,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806680, column ""AIF1 (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0878,CNS261,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cortex,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806680, column ""GFAP (cortex)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0879,CNS261,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,spinal_cord,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,GFAP,0.8,fold_change,decrease,0.8x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806680, column ""GFAP (spinal cord)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
CMS0880,CNS261,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,whole_brain,intracerebroventricular,700,ug,8wk,chronic_neurotoxicity,high_chronic_neurotox,behavioral,FOB_score_8wk,0.0,score_0_to_7,no_change,0.00_vs_0_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806680, column ""Score 8 weeks after injection""",public_domain,"[patents] grade_provisional;same 7-criterion mouse FOB read at 8 weeks; a deficit persisting to 8 wk is not transient so the mapping skips grade 1: 0-<1=>0, 1-<3=>2, >=3=>3"
CMS0881,CNS262,animal_invivo,mouse,C57BL/6_mouse_CNS_invivo,cerebellum,intracerebroventricular,700,ug,8wk,neuroinflammation,high_chronic_neurotox,transcriptomic,AIF1_mRNA,1.0,fold_change,no_change,1.0x_vs_PBS,0,not_assessed,TRUE,P1,US9605263B2,"Table 15 (Example 12), ISIS 806681, column ""AIF1 (cerebellum)""",public_domain,"[patents] grade_provisional;RT-PCR normalised to Gapdh, expressed relative to PBS control = 1.0; mapping <1.5x=>0, 1.5-<2.0x=>1, >=2.0x=>2 (marker level alone cannot establish grade 3)"
