measurement_id,oligo_id,source_id,study_type,species,strain,system_model,is_human_system,subject_class,subject_group,cns_region,delivery_route,dose_value,dose_unit,dose_value_secondary,dose_unit_secondary,formulation_ca_mM,formulation_mg_mM,exposure_duration,timepoint,readout_category,readout_name,readout_value,readout_is_qualitative,readout_unit,n_per_group,statistic,effect_direction,effect_vs_control,cns_tox_grade,grade_basis,grade_status,tox_axis,is_cns_specific,source_ref,source_location,redistribution,notes
H1-MSR-00569,H1-OLG-0389,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,83.56,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,83.56% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00570,H1-OLG-0390,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,64.97,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,64.97% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00571,H1-OLG-0391,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,68.51,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,68.51% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00572,H1-OLG-0392,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,78.87,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,78.87% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00573,H1-OLG-0393,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,57.24,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,57.24% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00574,H1-OLG-0394,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,64.45,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,64.45% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00575,H1-OLG-0395,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,68.02,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,68.02% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00576,H1-OLG-0396,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,73.44,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,73.44% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00577,H1-OLG-0397,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,72.03,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,72.03% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00578,H1-OLG-0398,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,75.12,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,75.12% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00579,H1-OLG-0399,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,50.59,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,50.59% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00580,H1-OLG-0400,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,62.6,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,62.6% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00581,H1-OLG-0401,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,64.59,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,64.59% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00582,H1-OLG-0402,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,54.04,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,54.04% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00583,H1-OLG-0403,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,60.16,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,60.16% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00584,H1-OLG-0404,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,67.81,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,67.81% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00585,H1-OLG-0405,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,70.74,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,70.74% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00586,H1-OLG-0406,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,78.7,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,78.7% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00587,H1-OLG-0407,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,81.07,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,81.07% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00588,H1-OLG-0408,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,82.19,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,82.19% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00589,H1-OLG-0409,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,86.23,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,86.23% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00590,H1-OLG-0410,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,104.11,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,increase,104.11% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00591,H1-OLG-0411,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,76.56,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,76.56% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00592,H1-OLG-0412,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,32.23,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,32.23% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00593,H1-OLG-0413,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,57.56,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,57.56% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00594,H1-OLG-0414,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,57.72,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,57.72% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00595,H1-OLG-0415,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,59.11,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,59.11% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00596,H1-OLG-0416,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,60.94,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,60.94% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00597,H1-OLG-0417,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,62.11,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,62.11% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00598,H1-OLG-0418,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,63.33,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,63.33% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00599,H1-OLG-0419,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,69.14,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,69.14% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00600,H1-OLG-0420,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,70.83,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,70.83% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
H1-MSR-00601,H1-OLG-0421,H1,in_vitro,rat,Sprague-Dawley (embryonic day 19),"primary cortical neuron culture, FLIPR calcium imaging (fluo-4 AM)",FALSE,animal_invitro,animal,cortex,in_culture_medium,25,uM,,,,,300 s read,300 s FLIPR read,electrophysiology_calcium,spontaneous_calcium_oscillation_score_pct_of_control,71.51,,pct_of_untreated_control,NOT_REPORTED_per_oligo,NOT_REPORTED_per_oligo,decrease,71.51% of untreated control amplitude-derived score,,in_vitro_continuous_readout_not_graded,not_graded,acute_neuronal_excitability,TRUE,Hagedorn2022_NAT_10.1089/nat.2021.0071,"Supplementary Table S1, column Measured_CaO_score_cells",cc_by,"Lower score = fewer/smaller oscillations = greater in vitro effect. Scoring: 1 point per 1 s read with signal increase >50% of mean control amplitude, summed over 300 s, expressed as % of control."
