measurement_id,oligo_id,source_id,study_type,species,strain,system_model,is_human_system,subject_class,subject_group,cns_region,delivery_route,dose_value,dose_unit,dose_value_secondary,dose_unit_secondary,formulation_ca_mM,formulation_mg_mM,exposure_duration,timepoint,readout_category,readout_name,readout_value,readout_is_qualitative,readout_unit,n_per_group,statistic,effect_direction,effect_vs_control,cns_tox_grade,grade_basis,grade_status,tox_axis,is_cns_specific,source_ref,source_location,redistribution,notes
CT1-MSR-00155,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 60 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Dizziness,0.0,FALSE,pct_of_arm,0/6,count affected of count at risk; no p-value posted,no_change,0/6 in arm 'ISIS 443139 60 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Dizziness', group EG003 (ISIS 443139 60 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00156,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 90 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Dizziness,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'ISIS 443139 90 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Dizziness', group EG004 (ISIS 443139 90 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00157,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 120 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Dizziness,10.0,FALSE,pct_of_arm,1/10,count affected of count at risk; no p-value posted,increase,1/10 in arm 'ISIS 443139 120 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Dizziness', group EG005 (ISIS 443139 120 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00158,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Placebo,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Paraesthesia,0.0,FALSE,pct_of_arm,0/12,count affected of count at risk; no p-value posted,no_change,0/12 in arm 'Placebo' (comparator arm),0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Paraesthesia', group EG000 (Placebo)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Comparator arm."
CT1-MSR-00159,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 10 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Paraesthesia,0.0,FALSE,pct_of_arm,0/3,count affected of count at risk; no p-value posted,no_change,0/3 in arm 'ISIS 443139 10 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Paraesthesia', group EG001 (ISIS 443139 10 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00160,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 30 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Paraesthesia,0.0,FALSE,pct_of_arm,0/6,count affected of count at risk; no p-value posted,no_change,0/6 in arm 'ISIS 443139 30 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Paraesthesia', group EG002 (ISIS 443139 30 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00161,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 60 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Paraesthesia,16.67,FALSE,pct_of_arm,1/6,count affected of count at risk; no p-value posted,increase,1/6 in arm 'ISIS 443139 60 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Paraesthesia', group EG003 (ISIS 443139 60 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00162,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 90 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Paraesthesia,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'ISIS 443139 90 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Paraesthesia', group EG004 (ISIS 443139 90 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00163,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 120 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Paraesthesia,10.0,FALSE,pct_of_arm,1/10,count affected of count at risk; no p-value posted,increase,1/10 in arm 'ISIS 443139 120 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Paraesthesia', group EG005 (ISIS 443139 120 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00164,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Placebo,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Tension headache,0.0,FALSE,pct_of_arm,0/12,count affected of count at risk; no p-value posted,no_change,0/12 in arm 'Placebo' (comparator arm),0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Tension headache', group EG000 (Placebo)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Comparator arm."
CT1-MSR-00165,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 10 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Tension headache,0.0,FALSE,pct_of_arm,0/3,count affected of count at risk; no p-value posted,no_change,0/3 in arm 'ISIS 443139 10 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Tension headache', group EG001 (ISIS 443139 10 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00166,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 30 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Tension headache,16.67,FALSE,pct_of_arm,1/6,count affected of count at risk; no p-value posted,increase,1/6 in arm 'ISIS 443139 30 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Tension headache', group EG002 (ISIS 443139 30 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00167,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 60 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Tension headache,16.67,FALSE,pct_of_arm,1/6,count affected of count at risk; no p-value posted,increase,1/6 in arm 'ISIS 443139 60 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Tension headache', group EG003 (ISIS 443139 60 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00168,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 90 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Tension headache,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'ISIS 443139 90 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Tension headache', group EG004 (ISIS 443139 90 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00169,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 120 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Tension headache,0.0,FALSE,pct_of_arm,0/10,count affected of count at risk; no p-value posted,no_change,0/10 in arm 'ISIS 443139 120 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Tension headache', group EG005 (ISIS 443139 120 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00170,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Placebo,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Head discomfort,0.0,FALSE,pct_of_arm,0/12,count affected of count at risk; no p-value posted,no_change,0/12 in arm 'Placebo' (comparator arm),0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Head discomfort', group EG000 (Placebo)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Comparator arm."
CT1-MSR-00171,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 10 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Head discomfort,0.0,FALSE,pct_of_arm,0/3,count affected of count at risk; no p-value posted,no_change,0/3 in arm 'ISIS 443139 10 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Head discomfort', group EG001 (ISIS 443139 10 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00172,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 30 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Head discomfort,0.0,FALSE,pct_of_arm,0/6,count affected of count at risk; no p-value posted,no_change,0/6 in arm 'ISIS 443139 30 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Head discomfort', group EG002 (ISIS 443139 30 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00173,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 60 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Head discomfort,0.0,FALSE,pct_of_arm,0/6,count affected of count at risk; no p-value posted,no_change,0/6 in arm 'ISIS 443139 60 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Head discomfort', group EG003 (ISIS 443139 60 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00174,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 90 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Head discomfort,11.11,FALSE,pct_of_arm,1/9,count affected of count at risk; no p-value posted,increase,1/9 in arm 'ISIS 443139 90 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Head discomfort', group EG004 (ISIS 443139 90 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00175,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 120 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Head discomfort,0.0,FALSE,pct_of_arm,0/10,count affected of count at risk; no p-value posted,no_change,0/10 in arm 'ISIS 443139 120 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Head discomfort', group EG005 (ISIS 443139 120 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00176,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Placebo,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Neuropathy peripheral,0.0,FALSE,pct_of_arm,0/12,count affected of count at risk; no p-value posted,no_change,0/12 in arm 'Placebo' (comparator arm),0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Neuropathy peripheral', group EG000 (Placebo)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Comparator arm."
CT1-MSR-00177,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 10 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Neuropathy peripheral,0.0,FALSE,pct_of_arm,0/3,count affected of count at risk; no p-value posted,no_change,0/3 in arm 'ISIS 443139 10 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Neuropathy peripheral', group EG001 (ISIS 443139 10 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00178,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 30 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Neuropathy peripheral,16.67,FALSE,pct_of_arm,1/6,count affected of count at risk; no p-value posted,increase,1/6 in arm 'ISIS 443139 30 mg',1,non-serious symptomatic CNS adverse event,provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Neuropathy peripheral', group EG002 (ISIS 443139 30 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00179,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 60 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Neuropathy peripheral,0.0,FALSE,pct_of_arm,0/6,count affected of count at risk; no p-value posted,no_change,0/6 in arm 'ISIS 443139 60 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Neuropathy peripheral', group EG003 (ISIS 443139 60 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00180,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 90 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Neuropathy peripheral,0.0,FALSE,pct_of_arm,0/9,count affected of count at risk; no p-value posted,no_change,0/9 in arm 'ISIS 443139 90 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Neuropathy peripheral', group EG004 (ISIS 443139 90 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00181,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 120 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Neuropathy peripheral,0.0,FALSE,pct_of_arm,0/10,count affected of count at risk; no p-value posted,no_change,0/10 in arm 'ISIS 443139 120 mg',0,no event in this arm (numAffected = 0),provisional,clinical_cns_tolerability,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Neuropathy peripheral', group EG005 (ISIS 443139 120 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00182,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: Placebo,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Pleocytosis,0.0,FALSE,pct_of_arm,0/12,count affected of count at risk; no p-value posted,no_change,0/12 in arm 'Placebo' (comparator arm),0,no event in this arm (numAffected = 0),provisional,clinical_neuroinflammatory,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Pleocytosis', group EG000 (Placebo)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Comparator arm."
CT1-MSR-00183,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 10 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Pleocytosis,0.0,FALSE,pct_of_arm,0/3,count affected of count at risk; no p-value posted,no_change,0/3 in arm 'ISIS 443139 10 mg',0,no event in this arm (numAffected = 0),provisional,clinical_neuroinflammatory,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Pleocytosis', group EG001 (ISIS 443139 10 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00184,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 30 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Pleocytosis,0.0,FALSE,pct_of_arm,0/6,count affected of count at risk; no p-value posted,no_change,0/6 in arm 'ISIS 443139 30 mg',0,no event in this arm (numAffected = 0),provisional,clinical_neuroinflammatory,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Pleocytosis', group EG002 (ISIS 443139 30 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
CT1-MSR-00185,CT1-OLG-0002,CT1,clinical,human,NOT_APPLICABLE,randomised clinical trial arm: ISIS 443139 60 mg,TRUE,human_clinical,human,CSF_and_neuraxis,intrathecal_or_intracerebroventricular,NOT_REPORTED,NOT_REPORTED,,,,,Up to approximately 28 weeks,trial adverse-event collection period,clinical_cns_outcome,Pleocytosis,16.67,FALSE,pct_of_arm,1/6,count affected of count at risk; no p-value posted,increase,1/6 in arm 'ISIS 443139 60 mg',2,"non-serious, but an objective CNS marker (CSF finding, meningeal, papilloedema or hydrocephalus)",provisional,clinical_neuroinflammatory,TRUE,ClinicalTrials.gov NCT02519036,"NCT02519036 resultsSection.adverseEventsModule.otherEvents, term 'Pleocytosis', group EG003 (ISIS 443139 60 mg)",public_domain,"MedDRA organ class: Nervous system disorders. Trial: Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ISIS 443139 in Participant. Treated arm."
