source_id,source_key,citation,first_author,year,journal,doi,pmid,pmcid,nct_id,url,access,license,redistribution,evidence_tier,retrieved_via,retrieved_date,n_oligos,n_measurements,notes
NCT01836549,NCT01836549,"ClinicalTrials.gov study record NCT01836549, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT01836549,https://clinicaltrials.gov/study/NCT01836549,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT01836549",2026-09-03,1,6,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT01839604,NCT01839604,"ClinicalTrials.gov study record NCT01839604, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT01839604,https://clinicaltrials.gov/study/NCT01839604,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT01839604",2026-09-03,1,5,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT01839656,NCT01839656,"ClinicalTrials.gov study record NCT01839656, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT01839656,https://clinicaltrials.gov/study/NCT01839656,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT01839656",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT01844817,NCT01844817,"ClinicalTrials.gov study record NCT01844817, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT01844817,https://clinicaltrials.gov/study/NCT01844817,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT01844817",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT01960348,NCT01960348,"ClinicalTrials.gov study record NCT01960348, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT01960348,https://clinicaltrials.gov/study/NCT01960348,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT01960348",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT01961921,NCT01961921,"ClinicalTrials.gov study record NCT01961921, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT01961921,https://clinicaltrials.gov/study/NCT01961921,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT01961921",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02175004,NCT02175004,"ClinicalTrials.gov study record NCT02175004, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02175004,https://clinicaltrials.gov/study/NCT02175004,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02175004",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02193074,NCT02193074,"ClinicalTrials.gov study record NCT02193074, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02193074,https://clinicaltrials.gov/study/NCT02193074,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02193074",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02211209,NCT02211209,"ClinicalTrials.gov study record NCT02211209, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02211209,https://clinicaltrials.gov/study/NCT02211209,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02211209",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02255552,NCT02255552,"ClinicalTrials.gov study record NCT02255552, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02255552,https://clinicaltrials.gov/study/NCT02255552,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02255552",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02286947,NCT02286947,"ClinicalTrials.gov study record NCT02286947, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02286947,https://clinicaltrials.gov/study/NCT02286947,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02286947",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02292537,NCT02292537,"ClinicalTrials.gov study record NCT02292537, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02292537,https://clinicaltrials.gov/study/NCT02292537,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02292537",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02300233,NCT02300233,"ClinicalTrials.gov study record NCT02300233, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02300233,https://clinicaltrials.gov/study/NCT02300233,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02300233",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02310906,NCT02310906,"ClinicalTrials.gov study record NCT02310906, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02310906,https://clinicaltrials.gov/study/NCT02310906,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02310906",2026-09-03,1,7,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02386553,NCT02386553,"ClinicalTrials.gov study record NCT02386553, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02386553,https://clinicaltrials.gov/study/NCT02386553,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02386553",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02417753,NCT02417753,"ClinicalTrials.gov study record NCT02417753, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02417753,https://clinicaltrials.gov/study/NCT02417753,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02417753",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02420379,NCT02420379,"ClinicalTrials.gov study record NCT02420379, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02420379,https://clinicaltrials.gov/study/NCT02420379,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02420379",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02426086,NCT02426086,"ClinicalTrials.gov study record NCT02426086, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02426086,https://clinicaltrials.gov/study/NCT02426086,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02426086",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02462759,NCT02462759,"ClinicalTrials.gov study record NCT02462759, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02462759,https://clinicaltrials.gov/study/NCT02462759,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02462759",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02499328,NCT02499328,"ClinicalTrials.gov study record NCT02499328, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02499328,https://clinicaltrials.gov/study/NCT02499328,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02499328",2026-09-03,1,19,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02510261,NCT02510261,"ClinicalTrials.gov study record NCT02510261, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02510261,https://clinicaltrials.gov/study/NCT02510261,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02510261",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02519036,NCT02519036,"ClinicalTrials.gov study record NCT02519036, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02519036,https://clinicaltrials.gov/study/NCT02519036,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02519036",2026-09-03,1,18,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02525523,NCT02525523,"ClinicalTrials.gov study record NCT02525523, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02525523,https://clinicaltrials.gov/study/NCT02525523,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02525523",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02527343,NCT02527343,"ClinicalTrials.gov study record NCT02527343, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02527343,https://clinicaltrials.gov/study/NCT02527343,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02527343",2026-09-03,1,6,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02530905,NCT02530905,"ClinicalTrials.gov study record NCT02530905, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02530905,https://clinicaltrials.gov/study/NCT02530905,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02530905",2026-09-03,1,6,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02554773,NCT02554773,"ClinicalTrials.gov study record NCT02554773, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02554773,https://clinicaltrials.gov/study/NCT02554773,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02554773",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02594124,NCT02594124,"ClinicalTrials.gov study record NCT02594124, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02594124,https://clinicaltrials.gov/study/NCT02594124,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02594124",2026-09-03,1,36,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02597127,NCT02597127,"ClinicalTrials.gov study record NCT02597127, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02597127,https://clinicaltrials.gov/study/NCT02597127,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02597127",2026-09-03,1,8,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02598661,NCT02598661,"ClinicalTrials.gov study record NCT02598661, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02598661,https://clinicaltrials.gov/study/NCT02598661,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02598661",2026-09-03,1,7,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02623699,NCT02623699,"ClinicalTrials.gov study record NCT02623699, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02623699,https://clinicaltrials.gov/study/NCT02623699,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02623699",2026-09-03,1,36,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02639286,NCT02639286,"ClinicalTrials.gov study record NCT02639286, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02639286,https://clinicaltrials.gov/study/NCT02639286,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02639286",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02658175,NCT02658175,"ClinicalTrials.gov study record NCT02658175, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02658175,https://clinicaltrials.gov/study/NCT02658175,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02658175",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02706886,NCT02706886,"ClinicalTrials.gov study record NCT02706886, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02706886,https://clinicaltrials.gov/study/NCT02706886,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02706886",2026-09-03,1,9,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02851407,NCT02851407,"ClinicalTrials.gov study record NCT02851407, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02851407,https://clinicaltrials.gov/study/NCT02851407,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02851407",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02876601,NCT02876601,"ClinicalTrials.gov study record NCT02876601, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02876601,https://clinicaltrials.gov/study/NCT02876601,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02876601",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02949830,NCT02949830,"ClinicalTrials.gov study record NCT02949830, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02949830,https://clinicaltrials.gov/study/NCT02949830,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02949830",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT02963311,NCT02963311,"ClinicalTrials.gov study record NCT02963311, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT02963311,https://clinicaltrials.gov/study/NCT02963311,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT02963311",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03060577,NCT03060577,"ClinicalTrials.gov study record NCT03060577, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03060577,https://clinicaltrials.gov/study/NCT03060577,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03060577",2026-09-03,1,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03070119,NCT03070119,"ClinicalTrials.gov study record NCT03070119, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03070119,https://clinicaltrials.gov/study/NCT03070119,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03070119",2026-09-03,1,24,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03140969,NCT03140969,"ClinicalTrials.gov study record NCT03140969, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03140969,https://clinicaltrials.gov/study/NCT03140969,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03140969",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03186989,NCT03186989,"ClinicalTrials.gov study record NCT03186989, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03186989,https://clinicaltrials.gov/study/NCT03186989,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03186989",2026-09-03,1,22,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03218995,NCT03218995,"ClinicalTrials.gov study record NCT03218995, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03218995,https://clinicaltrials.gov/study/NCT03218995,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03218995",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03225833,NCT03225833,"ClinicalTrials.gov study record NCT03225833, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03225833,https://clinicaltrials.gov/study/NCT03225833,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03225833",2026-09-03,1,12,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03225846,NCT03225846,"ClinicalTrials.gov study record NCT03225846, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03225846,https://clinicaltrials.gov/study/NCT03225846,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03225846",2026-09-03,1,21,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03334617,NCT03334617,"ClinicalTrials.gov study record NCT03334617, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03334617,https://clinicaltrials.gov/study/NCT03334617,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03334617",2026-09-03,1,22,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03338816,NCT03338816,"ClinicalTrials.gov study record NCT03338816, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03338816,https://clinicaltrials.gov/study/NCT03338816,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03338816",2026-09-03,1,5,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03339297,NCT03339297,"ClinicalTrials.gov study record NCT03339297, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03339297,https://clinicaltrials.gov/study/NCT03339297,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03339297",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03342053,NCT03342053,"ClinicalTrials.gov study record NCT03342053, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03342053,https://clinicaltrials.gov/study/NCT03342053,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03342053",2026-09-03,1,10,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03350451,NCT03350451,"ClinicalTrials.gov study record NCT03350451, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03350451,https://clinicaltrials.gov/study/NCT03350451,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03350451",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03384693,NCT03384693,"ClinicalTrials.gov study record NCT03384693, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03384693,https://clinicaltrials.gov/study/NCT03384693,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03384693",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03397121,NCT03397121,"ClinicalTrials.gov study record NCT03397121, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03397121,https://clinicaltrials.gov/study/NCT03397121,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03397121",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03399370,NCT03399370,"ClinicalTrials.gov study record NCT03399370, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03399370,https://clinicaltrials.gov/study/NCT03399370,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03399370",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03400800,NCT03400800,"ClinicalTrials.gov study record NCT03400800, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03400800,https://clinicaltrials.gov/study/NCT03400800,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03400800",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03417102,NCT03417102,"ClinicalTrials.gov study record NCT03417102, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03417102,https://clinicaltrials.gov/study/NCT03417102,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03417102",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03417245,NCT03417245,"ClinicalTrials.gov study record NCT03417245, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03417245,https://clinicaltrials.gov/study/NCT03417245,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03417245",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03532542,NCT03532542,"ClinicalTrials.gov study record NCT03532542, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03532542,https://clinicaltrials.gov/study/NCT03532542,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03532542",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03549871,NCT03549871,"ClinicalTrials.gov study record NCT03549871, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03549871,https://clinicaltrials.gov/study/NCT03549871,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03549871",2026-09-03,1,8,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03681184,NCT03681184,"ClinicalTrials.gov study record NCT03681184, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03681184,https://clinicaltrials.gov/study/NCT03681184,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03681184",2026-09-03,0,3,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03728634,NCT03728634,"ClinicalTrials.gov study record NCT03728634, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03728634,https://clinicaltrials.gov/study/NCT03728634,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03728634",2026-09-03,1,6,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03759379,NCT03759379,"ClinicalTrials.gov study record NCT03759379, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03759379,https://clinicaltrials.gov/study/NCT03759379,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03759379",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03761849,NCT03761849,"ClinicalTrials.gov study record NCT03761849, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03761849,https://clinicaltrials.gov/study/NCT03761849,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03761849",2026-09-03,1,24,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03794544,NCT03794544,"ClinicalTrials.gov study record NCT03794544, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03794544,https://clinicaltrials.gov/study/NCT03794544,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03794544",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03814187,NCT03814187,"ClinicalTrials.gov study record NCT03814187, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03814187,https://clinicaltrials.gov/study/NCT03814187,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03814187",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03842969,NCT03842969,"ClinicalTrials.gov study record NCT03842969, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03842969,https://clinicaltrials.gov/study/NCT03842969,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03842969",2026-09-03,1,15,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03847909,NCT03847909,"ClinicalTrials.gov study record NCT03847909, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03847909,https://clinicaltrials.gov/study/NCT03847909,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03847909",2026-09-03,1,2,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03851705,NCT03851705,"ClinicalTrials.gov study record NCT03851705, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03851705,https://clinicaltrials.gov/study/NCT03851705,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03851705",2026-09-03,1,4,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
NCT03862807,NCT03862807,"ClinicalTrials.gov study record NCT03862807, including posted results",NOT_APPLICABLE,NOT_REPORTED,NOT_APPLICABLE,,,,NCT03862807,https://clinicaltrials.gov/study/NCT03862807,public_domain,US Government work / public domain,public_domain,registry_results,"ClinicalTrials.gov v2 API, /api/v2/studies/NCT03862807",2026-09-03,1,1,"Adverse-event module gives per-arm counts with denominators, including explicitly reported zeros."
