measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,nephrotox_grade,is_kidney_specific,source_id,source_ref,source_table,redistribution,notes
MSR172,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 3,functional,EGF_supernatant,192.0,pct_of_saline,increase,+92%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 192.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: PTEC-TERT1"
MSR173,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 7,functional,EGF_supernatant,88.0,pct_of_saline,decrease,-12%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 88.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Low; condition: PTEC-TERT1"
MSR174,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 10,functional,EGF_supernatant,63.0,pct_of_saline,decrease,-37%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 63.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Low; condition: PTEC-TERT1"
MSR175,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGF_supernatant,172.0,pct_of_saline,increase,+72%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 172.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: PTEC-TERT1"
MSR176,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 7,functional,EGF_supernatant,117.0,pct_of_saline,increase,+17%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 117.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Low; condition: PTEC-TERT1"
MSR177,OLG046,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 10,functional,EGF_supernatant,154.0,pct_of_saline,increase,+54%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 154.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Low; condition: PTEC-TERT1"
MSR178,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 3,functional,EGF_supernatant,151.0,pct_of_saline,increase,+51%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 151.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR179,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 7,functional,EGF_supernatant,168.0,pct_of_saline,increase,+68%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 168.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR180,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 10,functional,EGF_supernatant,41.0,pct_of_saline,decrease,-59%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 41.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR181,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 3,functional,EGF_supernatant,213.0,pct_of_saline,increase,+113%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 213.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR182,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 7,functional,EGF_supernatant,287.0,pct_of_saline,increase,+187%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 287.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR183,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 10,functional,EGF_supernatant,138.0,pct_of_saline,increase,+38%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 138.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR184,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGF_supernatant,207.0,pct_of_saline,increase,+107%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 207.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR185,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 7,functional,EGF_supernatant,493.0,pct_of_saline,increase,+393%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 493.0 % of control -> grade 3; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR186,OLG047,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 10,functional,EGF_supernatant,227.0,pct_of_saline,increase,+127%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 227.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR187,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 3,functional,EGF_supernatant,225.0,pct_of_saline,increase,+125%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 225.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR188,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 7,functional,EGF_supernatant,637.0,pct_of_saline,increase,+537%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 637.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR189,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 10,functional,EGF_supernatant,1177.0,pct_of_saline,increase,+1077%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1177.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR190,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 3,functional,EGF_supernatant,368.0,pct_of_saline,increase,+268%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 368.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR191,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 7,functional,EGF_supernatant,983.0,pct_of_saline,increase,+883%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 983.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR192,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 10,functional,EGF_supernatant,1865.0,pct_of_saline,increase,+1765%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1865.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR193,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGF_supernatant,484.0,pct_of_saline,increase,+384%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 484.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR194,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 7,functional,EGF_supernatant,983.0,pct_of_saline,increase,+883%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 983.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR195,OLG048,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 10,functional,EGF_supernatant,1792.0,pct_of_saline,increase,+1692%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1792.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR196,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 3,functional,EGF_supernatant,174.0,pct_of_saline,increase,+74%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 174.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR197,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 7,functional,EGF_supernatant,158.0,pct_of_saline,increase,+58%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 158.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR198,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,11,uM,day 10,functional,EGF_supernatant,54.0,pct_of_saline,decrease,-46%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 54.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR199,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 3,functional,EGF_supernatant,222.0,pct_of_saline,increase,+122%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 222.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR200,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 7,functional,EGF_supernatant,249.0,pct_of_saline,increase,+149%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 249.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR201,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,33,uM,day 10,functional,EGF_supernatant,210.0,pct_of_saline,increase,+110%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 210.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR202,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 3,functional,EGF_supernatant,182.0,pct_of_saline,increase,+82%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 182.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR203,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 7,functional,EGF_supernatant,754.0,pct_of_saline,increase,+654%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 754.0 % of control -> grade 3; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR204,OLG049,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 10,functional,EGF_supernatant,720.0,pct_of_saline,increase,+620%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 3,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 720.0 % of control -> grade 3; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR205,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,78.0,pct_of_saline,decrease,-22%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 78.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR206,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,140.0,pct_of_saline,increase,+40%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 140.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR207,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,93.0,pct_of_saline,decrease,-7%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 93.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR208,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,90.0,pct_of_saline,decrease,-10%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 90.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR209,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,150.0,pct_of_saline,increase,+50%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 150.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR210,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,99.0,pct_of_saline,decrease,-1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 99.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR211,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,118.0,pct_of_saline,increase,+18%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 118.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR212,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,122.0,pct_of_saline,increase,+22%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 122.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR213,OLG050,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,101.0,pct_of_saline,increase,+1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 101.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR214,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,37.0,pct_of_saline,decrease,-63%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 37.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR215,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,159.0,pct_of_saline,increase,+59%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 159.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR216,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,113.0,pct_of_saline,increase,+13%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 113.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR217,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,40.0,pct_of_saline,decrease,-60%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 40.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR218,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,127.0,pct_of_saline,increase,+27%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 127.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR219,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,114.0,pct_of_saline,increase,+14%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 114.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR220,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,67.0,pct_of_saline,decrease,-33%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 67.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR221,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,120.0,pct_of_saline,increase,+20%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 120.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR222,OLG051,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,107.0,pct_of_saline,increase,+7%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 107.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Innocuous; condition: PTEC-TERT1"
MSR223,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,1153.0,pct_of_saline,increase,+1053%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1153.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR224,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,78.0,pct_of_saline,decrease,-22%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 78.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR225,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,59.0,pct_of_saline,decrease,-41%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 59.0 % of control -> grade 2; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR226,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,functional,EGF_supernatant,1359.0,pct_of_saline,increase,+1259%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1359.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR227,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 6,injury_biomarker,KIM-1_protein,63.0,pct_of_saline,decrease,-37%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 63.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR228,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,30,uM,day 9,viability,ATP,47.0,pct_of_saline,decrease,-53%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 47.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR229,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,functional,EGF_supernatant,1545.0,pct_of_saline,increase,+1445%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 1545.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR230,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 6,injury_biomarker,KIM-1_protein,54.0,pct_of_saline,decrease,-46%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 54.0 % of control -> grade 0; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR231,OLG052,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,100,uM,day 9,viability,ATP,43.0,pct_of_saline,decrease,-57%,3,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 43.0 % of control -> grade 3; patent's own in-vivo grade for this compound: High; condition: PTEC-TERT1"
MSR232,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,functional,EGF_supernatant,220.0,pct_of_saline,increase,+120%,2,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): EGF_supernatant increase=toxicity, value 220.0 % of control -> grade 2; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR233,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 6,injury_biomarker,KIM-1_protein,151.0,pct_of_saline,increase,+51%,1,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): KIM-1_protein increase=toxicity, value 151.0 % of control -> grade 1; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
MSR234,OLG053,in_vitro,human,PTEC_TERT1,proximal_tubule,gymnotic_free_uptake,10,uM,day 9,viability,ATP,99.0,pct_of_saline,decrease,-1%,0,TRUE,N3,"US 11,105,794 B2",US11105794 TABLE 4,public_domain,"grade_provisional; in-vitro rubric extension (see schema.md): ATP decrease=toxicity, value 99.0 % of control -> grade 0; patent's own in-vivo grade for this compound: Medium; condition: PTEC-TERT1"
