measurement_id,oligo_id,source_id,study_type,species,system_model,matrix,delivery_method,dose_value,dose_unit,timepoint,exposure_duration,n_subjects,readout_category,readout_name,readout_value,readout_unit,readout_is_qualitative,control_value,control_description,effect_direction,effect_vs_control,ratio_to_control,ratio_basis,coag_tox_grade,grade_basis,grade_status,severity_stated_by_source,on_target_effect,unintended_toxicity,source_locus,redistribution,verbatim_quote,notes,is_baseline,value_origin,grade_caveat,source_stated_grade,co_administered_agent,species_class,species_class_basis,human_system,endpoint_scope,endpoint_scope_note
COG-MSR0011,COG-OLG001,COG-S001,animal_invivo,rat,"Sprague-Dawley rat extracorporeal membrane oxygenation / cardiopulmonary bypass (ECMO/CPB) circuit, 60 min bypass then 3 h post-bypass ventilation; comparator arm heparin 600 IU/kg reversed with protamine 1 mg per 100 IU",whole_blood,intravenous bolus via superficial epigastric vein catheter,10,mg/kg,3 hours post-ECMO/CPB,NOT_REPORTED,10 per group (24 rats randomised; n = 10 per group stated in Results and figure legends),platelet_coag_crosstalk,platelet_count,247 ± 121,×10E9/L,FALSE,530 ± 124,same (aptamer) group before drug delivery / at start of ECMO/CPB,decrease,fell from 530 ± 124 to 247 ± 121 ×10E9/L; heparin arm fell from 729 ± 93 to 325 ± 85; both groups fell (time effect P < 0.001) but the fall was smaller in the aptamer arm (interaction effect P = 0.01),0.466,value_over_matched_control,NOT_REPORTED,readout_has_no_published_CTCAE_criterion,provisional,NOT_REPORTED,FALSE,TRUE,"Results, 'Improved platelet preservation in aptamer-treated animals', sentences 4-5",CC_BY_NC_ND,"The thrombocyte count in the heparin group was 729 ± 93 (before ECMO/CPB) and 325 ± 85 × 109/L (post-ECMO/CPB), respectively. In the aptamer group, 530 ± 124 and 247 ± 121 × 109/L platelets were observed.","PLATELET ROW - JUSTIFICATION FOR INCLUSION UNDER THIS ENDPOINT: the source measures platelet count in the same experiment and the same Results section as the coagulation-cascade readouts ('To assess the drug and antidote's activity in both groups, we measured the ACT, aPTT, and platelet count of each animal over the course of the experiment') and frames it against heparin-induced thrombocytopenia. PRIMARY HOME IS THE SEPARATE THROMBOCYTOPENIA DOSSIER - this row is cross-reference material only. Note also that the two arms had different pre-drug baselines (530 vs 729), which the source does not comment on.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR0012,COG-OLG001,COG-S001,animal_invivo,rat,"Sprague-Dawley rat extracorporeal membrane oxygenation / cardiopulmonary bypass (ECMO/CPB) circuit, 60 min bypass then 3 h post-bypass ventilation; comparator arm heparin 600 IU/kg reversed with protamine 1 mg per 100 IU",whole_blood,intravenous bolus via superficial epigastric vein catheter,10,mg/kg,change from pre-drug to 3 hours post-ECMO/CPB,NOT_REPORTED,10 per group (24 rats randomised; n = 10 per group stated in Results and figure legends),platelet_coag_crosstalk,platelet_count_change_from_baseline,"−288,000 ± 121,000",platelets/uL,FALSE,"−404,000 ± 89,000","heparin/protamine comparator arm, same interval",decrease,"smaller platelet fall on the aptamer than on heparin, P = 0.03",0.7129,value_over_matched_control,NOT_REPORTED,readout_has_no_published_CTCAE_criterion,provisional,NOT_REPORTED,FALSE,TRUE,"Results, 'Improved platelet preservation in aptamer-treated animals', final sentence",CC_BY_NC_ND,"Thus the change in platelets in the heparin-treated group was −404,000 ± 89,000 platelets/μL and only −288,000 ± 121,000 platelets/μL in the aptamer-treated group (P = 0.03).",Delta form of the preceding row; kept separate because it is the value the abstract quotes and the only one with a P value. Same thrombocytopenia-dossier caveat.,FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR0013,COG-OLG001,COG-S001,animal_invivo,rat,"Sprague-Dawley rat extracorporeal membrane oxygenation / cardiopulmonary bypass (ECMO/CPB) circuit, 60 min bypass then 3 h post-bypass ventilation; comparator arm heparin 600 IU/kg reversed with protamine 1 mg per 100 IU",whole_blood,intravenous bolus via superficial epigastric vein catheter,10,mg/kg,whole study (60 min bypass + 3 h recovery),NOT_REPORTED,10 per group (24 rats randomised; n = 10 per group stated in Results and figure legends),bleeding_outcome,bleeding_event,NOT_REPORTED,NOT_APPLICABLE,TRUE,NOT_REPORTED,NOT_APPLICABLE,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,qualitative_row,NOT_REPORTED,no_control_referenced_ratio_derivable,provisional,NOT_REPORTED,FALSE,FALSE,"whole article - searched Results, Table 1, Table 2, Limitation and Conclusions",CC_BY_NC_ND,Limitations of this study include that all studies were performed using either in vitro measures of blood coagulation or in a small animal model of ECMO-CPB.,"REPORTING SILENCE, NOT A MEASURED NULL. Bleeding is never mentioned as an assessed outcome anywhere in this source: the outcome set is coagulation assays, platelet count, cytokines, blood gases, myocardial contraction band necrosis and echocardiography. There is no statement that bleeding was looked for and not found, so effect_direction is NOT_REPORTED rather than 'no_change'. The verbatim quote is the Limitation sentence, included to show what the authors did say about scope; it is not evidence about bleeding. Hematocrit fell similarly in both arms (Table 1: 36.4 to 19.6 aptamer vs 36.3 to 20.3 heparin), which the source attributes to circuit prime dilution, not blood loss.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR0014,COG-OLG003,COG-S002,ex_vivo_plasma,human,"pooled normal human plasma, in vitro aPTT dose titration of RB006",plasma,spiked into plasma in vitro,NOT_REPORTED,NOT_REPORTED,5 min incubation at 37 C before recalcification,NOT_REPORTED,N = 4 wells (technical replicates),clotting_time,aPTT,125,s,FALSE,approximately 30,normal clotting time of pooled normal human plasma without aptamer,increase,dose-dependent prolongation from ~30 s to a maximum of ~125 s at high aptamer concentration,NOT_REPORTED,no_matched_control_value,NOT_REPORTED,no_control_referenced_ratio_derivable,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'Aptamer function is inhibited in the presence of anti-PEG antibodies in vitro', sentence 4 (Figure 4a)",publisher_restricted,Normal human plasma clots at approximately 30 seconds and RB006 dose-dependently increases aPTT with a clotting time of 125 seconds at high concentrations.,"The concentration at which 125 s is reached is NOT printed - the titration axis exists only in Figure 4a and was not read off the image, so dose_value is NOT_REPORTED. The Figure 4a legend states 'A max clotting time of ~125 seconds is observed, which is significantly above the normal clotting time of approximately 30 seconds.' Assay: STart 4 coagulometer; 50 uL pooled normal human plasma (George King Biomedical) + 5 uL aptamer in PBS (or aptamer premixed with anti-PEG IgG), + 50 uL TriniCLOT aPTT S, 5 min at 37 C, clotting initiated with 50 uL 0.02 M CaCl2. Duplicate samples, triplicate experiments.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0015,COG-OLG003,COG-S002,ex_vivo_plasma,human,pooled normal human plasma; RB006 aPTT with a titration of monoclonal mouse anti-PEG IgG (Life Diagnostics ID9-6) premixed into the reaction,plasma,"aptamer premixed with anti-PEG IgG, spiked into plasma in vitro",NOT_REPORTED,"molar ratio aptamer:anti-PEG IgG (ratios plotted, values not printed in text)",5 min incubation at 37 C before recalcification,NOT_REPORTED,N = 6 wells pooled from triplicate experiments,clotting_time,aPTT,NOT_REPORTED,s,TRUE,NOT_REPORTED,"aptamer only, no anti-PEG antibody (1:0 ratio), plotted as the black series in Figure 4b",decrease,"significant, ratio-dependent LOSS of the aptamer's aPTT prolongation when anti-PEG IgG is present; *** p < 0.001 vs aptamer only (1:0)",NOT_REPORTED,qualitative_row,NOT_REPORTED,no_control_referenced_ratio_derivable,provisional,NOT_REPORTED,TRUE,TRUE,"Results, 'Aptamer function is inhibited in the presence of anti-PEG antibodies in vitro', sentence 5 (Figure 4b)",publisher_restricted,"As shown in Figure 4b, a significant decrease in RB006-mediated clotting time extension was observed when anti-PEG antibodies were titrated into the aPTT reaction. This inhibitory effect appears to be more pronounced as the molar ratio of anti-PEG antibodies increases while no changes in clotting time were observed with the antibody alone.","NO NUMBER EXISTS IN THE TEXT for this experiment - the aPTT values and the antibody:aptamer molar ratios are only in the Figure 4b plot and were NOT read off the image. TWO-FACTOR ROW as instructed: on_target_effect true because the readout is the aptamer's designed anticoagulant action, unintended_toxicity true because a pre-existing/administered anti-drug (anti-PEG) antibody is what degrades it. This is the mechanistic counterpart of the anti-PEG hypersensitivity that terminated RADAR and REGULATE-PCI. Internal control stated in the same sentence: antibody alone produced no change in clotting time. Assay: STart 4 coagulometer; 50 uL pooled normal human plasma (George King Biomedical) + 5 uL aptamer in PBS (or aptamer premixed with anti-PEG IgG), + 50 uL TriniCLOT aPTT S, 5 min at 37 C, clotting initiated with 50 uL 0.02 M CaCl2. Duplicate samples, triplicate experiments.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0016,COG-OLG003,COG-S002,ex_vivo_plasma,human,pooled normal human plasma; unPEGylated control aptamer RB005 aPTT with and without monoclonal anti-PEG IgG,plasma,"aptamer premixed with anti-PEG IgG, spiked into plasma in vitro",NOT_REPORTED,NOT_REPORTED,5 min incubation at 37 C before recalcification,NOT_REPORTED,technical duplicates,clotting_time,aPTT,NOT_REPORTED,s,TRUE,NOT_REPORTED,"RB005 alone, no anti-PEG antibody",no_change,MEASURED NULL: anti-PEG IgG did not change the clot-time extension produced by the unPEGylated aptamer,NOT_REPORTED,qualitative_row,0,source_states_measured_no_change_on_a_CTCAE_graded_readout,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'Aptamer function is inhibited in the presence of anti-PEG antibodies in vitro', final sentence (Figure 4c)",publisher_restricted,"We observed no significant changes in clotting time extension when the anti-PEG antibody is included in the reaction with RB005, indicating that the inhibition of anticoagulant aptamer function only occurs when PEG is appended to the anti-FIXa aptamer (Figure 4c).","ABSENCE ROW (measured null). This is the specificity control that pins the interference on the PEG moiety and not on the nucleic acid: RB005 is stated elsewhere in the source to be 'identical to RB006 in sequence and functionality but lacks the PEG moiety'. Values are figure-only and were not read off the image. Assay: STart 4 coagulometer; 50 uL pooled normal human plasma (George King Biomedical) + 5 uL aptamer in PBS (or aptamer premixed with anti-PEG IgG), + 50 uL TriniCLOT aPTT S, 5 min at 37 C, clotting initiated with 50 uL 0.02 M CaCl2. Duplicate samples, triplicate experiments.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0017,COG-OLG003,COG-S002,animal_invivo,mouse,"ferric chloride (10% FeCl3, 1x2 mm Whatman paper, 3 min) injury of the right common carotid artery in wild-type female C57BL/6J mice aged 7-13 weeks; Transonic Nanoprobe flow measurement for 60 min",in_vivo,"intravenous via cannulated left jugular vein, circulated 5 min before injury",greater than or equal to 0.5,mg/kg,blood flow measured for 60 minutes from patch removal (time zero),NOT_REPORTED,NOT_REPORTED (legend refers to 'technical replicates as described in the figure legend'; no n printed in text),thrombotic_outcome,carotid_artery_patency_after_FeCl3_injury,NOT_REPORTED,%_of_control,TRUE,~3 minutes to full occlusion,buffer control mice receiving no aptamer,increase,aptamer-treated vessels stayed patent and occlusive thrombi were limited; untreated mice occluded fully in about 3 minutes,NOT_REPORTED,qualitative_row,NOT_REPORTED,no_control_referenced_ratio_derivable,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'Anticoagulant aptamer activity is inhibited in the presence of anti-PEG antibodies in vivo', paragraph 1 (Figure 5a-b)",publisher_restricted,"As shown in Figure 5b, administration of the RB006 aptamer at concentrations greater than or equal to 0.5 mg/kg were able to maintain the patency of the damaged vessels and limit occlusive thrombi. By contrast, mice that received no aptamer exhibited thrombosis and full occlusion of the common carotid artery in ~3 minutes.",Percent-flow values across the dose titration exist only in the Figure 5b plot and were NOT read off the image; only the control occlusion time (~3 minutes) is printed in text.,FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR0018,COG-OLG003,COG-S002,animal_invivo,mouse,"same FeCl3 carotid model, with murine monoclonal anti-PEG IgG infused intravenously and circulated for 15 minutes BEFORE the aptamer",in_vivo,"intravenous; anti-PEG IgG 15 min pre-treatment, then RB006 circulated 5 min before injury",0.5,"mg/kg (RB006), with anti-PEG IgG at a 1:1 molar ratio to aptamer",blood flow measured for 60 minutes from patch removal,NOT_REPORTED,NOT_REPORTED in text,thrombotic_outcome,carotid_artery_percent_blood_flow_after_FeCl3_injury,NOT_REPORTED,%_of_control,TRUE,NOT_REPORTED,"RB006 0.5 mg/kg alone, no anti-PEG antibody (1:0), plotted as the grey series in Figure 5c",decrease,anti-PEG IgG at 1:1 dramatically reduced the aptamer's antithrombotic protection (lower % flow); ** p < 0.01 by 2-way ANOVA vs aptamer alone,NOT_REPORTED,qualitative_row,NOT_REPORTED,no_control_referenced_ratio_derivable,provisional,NOT_REPORTED,TRUE,TRUE,"Results, 'Anticoagulant aptamer activity is inhibited in the presence of anti-PEG antibodies in vivo', paragraph 2 (Figure 5c)",publisher_restricted,"As shown in Figure 5c, we observed that the presence of circulating anti-PEG antibodies in mice dramatically limits the antithrombotic activity of the FIXa aptamer RB006. The significant difference in blood flow through the common carotid artery following trauma indicates that the presence of anti-PEG antibodies in these mice significantly limits aptamer-mediated inhibition of its target coagulation factor.","The in vivo confirmation of the in vitro aPTT finding. Percent-flow numbers are figure-only and were NOT read off the image. Dose-context the authors give for translation, verbatim: 'we estimated that the amount of anti-PEG IgG that was administered in these experiments accounts for ~4% of all IgG in the mouse', and in the Discussion they extrapolate that only 'a low percentage of total IgGs (0.38% - 0.88%)' would need to be anti-PEG to thwart the anticoagulant properties of the aptamer in patients. The Discussion also records that the levels of pre-existing anti-PEG IgG from RADAR and REGULATE-PCI patients 'are unavailable, therefore no direct quantitation can be made as these patient samples no longer exist.'",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,animal,species_field,FALSE,coagulation,NOT_APPLICABLE
COG-MSR0019,COG-OLG004,COG-S003,clinical,human,"phase 2a open-label intraindividual dose-escalation trial in patients with type 2B von Willebrand disease (NCT04677803 / EUDRA-CT 2020-003807-32), Medical University of Vienna",plasma,subcutaneous injection,"3 mg on days 0, 4 and 7; 6 mg on days 14 and 21; 9 mg on day 28 (6 mg for patient 5). All doses refer to the core, unpegylated aptamer.",mg,day 35 (1 week after the last dose; peak effect),"28-day dosing period, followed to day 35 and beyond into washout",5 patients (4 thrombocytopenic; male:female 3:2),clotting_time,aPTT,31 seconds (range: 30-33 seconds),s,FALSE,43 seconds (range: 39-44 seconds),same patients' baseline aPTT before rondoraptivon pegol,decrease,"aPTT SHORTENED from a median 43 s to 31 s, P < .001; described by the source as a reciprocal normalisation accompanying the rise in FVIII",0.7209,value_over_matched_control,0,CTCAE_v5.0_control_referenced:prolongation_ratio<=1.0,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'VWF:Ag, FVIII, and activated partial thromboplastin time.', sentence 3 (Figure 5)",CC_BY_NC_ND,This was mirrored by a reciprocal decrease in activated partial thromboplastin time from 43 seconds (range: 39-44 seconds) to 31 seconds (range: 30-33 seconds; P < .001) on day 35.,OPPOSITE-SIGN ROW: this keeps the label space two-sided - an oligonucleotide whose on-target effect SHORTENS a clotting time. DATASET-WIDE ASSAY HAZARD: the investigators deliberately chose a non-silica activator - 'FVIII activity was determined via a 1-stage clotting assay using soy phosphatides and rabbit brain phosphatides with ellagic acid as an activator (Siemens Dade Actin FS reagent). This was done to avoid putative interference of PEG with silica-based clotting assays.' The aPTT in Figure 5 is labelled 'aPTT actin factor specific'. Any silica-activated aPTT or FVIII value for a PEGylated oligonucleotide may be a conjugate artefact.,FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0020,COG-OLG004,COG-S003,clinical,human,"phase 2a open-label intraindividual dose-escalation trial in patients with type 2B von Willebrand disease (NCT04677803 / EUDRA-CT 2020-003807-32), Medical University of Vienna",plasma,subcutaneous injection,"3 mg on days 0, 4 and 7; 6 mg on days 14 and 21; 9 mg on day 28 (6 mg for patient 5). All doses refer to the core, unpegylated aptamer.",mg,day 35 (1 week after the last dose; peak effect),"28-day dosing period, followed to day 35 and beyond into washout",5 patients (4 thrombocytopenic; male:female 3:2),factor_activity,FVIII_activity,134% (range: 114%-200%),%_activity,FALSE,67% (range: 44%-91%),same patients' baseline FVIII activity before rondoraptivon pegol (co-primary endpoint),increase,"doubling of median FVIII activity, P = .002",2,value_over_matched_control,NOT_REPORTED,readout_has_no_published_CTCAE_criterion,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'VWF:Ag, FVIII, and activated partial thromboplastin time.', sentence 2 (Figure 5)",CC_BY_NC_ND,"As VWF is the carrier of FVIII,24 this led to a doubling of FVIII from a median of 67% (range: 44%-91%) to 134% (range: 114%-200%; P = .002).","Units: 'Units for VWF and FVIII are given as percentage (equal to IU/dL) because the units relate to a normal range established in-house.' PROTHROMBOTIC CEILING STATED BY THE AUTHORS: 'Although rondoraptivon pegol increases FVIII levels, it is of note that they never exceeded 200%, even in patients under substitution therapy with rVWF. It is assumed that FVIII levels >200% or >250% should be avoided because of the potential risk of thrombosis.' DATASET-WIDE ASSAY HAZARD: the investigators deliberately chose a non-silica activator - 'FVIII activity was determined via a 1-stage clotting assay using soy phosphatides and rabbit brain phosphatides with ellagic acid as an activator (Siemens Dade Actin FS reagent). This was done to avoid putative interference of PEG with silica-based clotting assays.' The aPTT in Figure 5 is labelled 'aPTT actin factor specific'. Any silica-activated aPTT or FVIII value for a PEGylated oligonucleotide may be a conjugate artefact.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0021,COG-OLG004,COG-S003,clinical,human,"phase 2a open-label intraindividual dose-escalation trial in patients with type 2B von Willebrand disease (NCT04677803 / EUDRA-CT 2020-003807-32), Medical University of Vienna",plasma,subcutaneous injection,"3 mg on days 0, 4 and 7; 6 mg on days 14 and 21; 9 mg on day 28 (6 mg for patient 5). All doses refer to the core, unpegylated aptamer.",mg,day 35 (1 week after the last dose; peak effect),"28-day dosing period, followed to day 35 and beyond into washout",5 patients (4 thrombocytopenic; male:female 3:2),factor_activity,VWF_antigen,143% (range: 103%-351%),%_activity,FALSE,64% (range: 32%-106%),same patients' baseline before rondoraptivon pegol,increase,"median rise, P < .001",2.234,value_over_matched_control,NOT_REPORTED,readout_has_no_published_CTCAE_criterion,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'VWF:Ag, FVIII, and activated partial thromboplastin time.', sentence 1 (Figure 5)",CC_BY_NC_ND,"Circulating VWF:Ag increased by a median threefold (range: 2.0-4.5) from a median of 64% (range: 32%-106%) to 143% (range: 103%-351%, P < .001; Figure 5).","Assay: STA LIATEST VWF:Ag, Diagnostica Stago. Two of the five patients (1 and 4) stayed on their regular recombinant VWF prophylaxis throughout, so 'the measured VWF parameters represent an interaction between rondoraptivon pegol and the recombinant Von Willebrand Factor (rVWF) infusions' - these are not drug-alone values. DATASET-WIDE ASSAY HAZARD: the investigators deliberately chose a non-silica activator - 'FVIII activity was determined via a 1-stage clotting assay using soy phosphatides and rabbit brain phosphatides with ellagic acid as an activator (Siemens Dade Actin FS reagent). This was done to avoid putative interference of PEG with silica-based clotting assays.' The aPTT in Figure 5 is labelled 'aPTT actin factor specific'. Any silica-activated aPTT or FVIII value for a PEGylated oligonucleotide may be a conjugate artefact.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0022,COG-OLG004,COG-S003,clinical,human,"phase 2a open-label intraindividual dose-escalation trial in patients with type 2B von Willebrand disease (NCT04677803 / EUDRA-CT 2020-003807-32), Medical University of Vienna",plasma,subcutaneous injection,"3 mg on days 0, 4 and 7; 6 mg on days 14 and 21; 9 mg on day 28 (6 mg for patient 5). All doses refer to the core, unpegylated aptamer.",mg,day 35 (1 week after the last dose; peak effect),"28-day dosing period, followed to day 35 and beyond into washout",5 patients (4 thrombocytopenic; male:female 3:2),factor_activity,VWF_GPIbM_activity,72% (range: 3%-95%),%_activity,FALSE,18% (range: 3%-40%),same patients' baseline before rondoraptivon pegol,increase,"median rise, P < .001",4,value_over_matched_control,NOT_REPORTED,readout_has_no_published_CTCAE_criterion,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'VWF platelet-dependent activity levels and multimer patterns.', sentence 1 (Figure 6)",CC_BY_NC_ND,"Plasma levels of VWF:GPIbM increased from a baseline median 18% (range: 3%-40%) to a peak level of 72% (range: 3%-95%; P < .001; Figure 6), VWF:RCo increased from 17% (range: 9%-21%) to 48% (range: 15%-69%; P < .001) and VWF:CB from 50% (range: 15%-72%) to 100% (range: 32%-133%; P = .002) on day 35.","Assay: Siemens Healthcare Diagnostics VWF GpIbM activity. Two of the five patients (1 and 4) stayed on their regular recombinant VWF prophylaxis throughout, so 'the measured VWF parameters represent an interaction between rondoraptivon pegol and the recombinant Von Willebrand Factor (rVWF) infusions' - these are not drug-alone values. DATASET-WIDE ASSAY HAZARD: the investigators deliberately chose a non-silica activator - 'FVIII activity was determined via a 1-stage clotting assay using soy phosphatides and rabbit brain phosphatides with ellagic acid as an activator (Siemens Dade Actin FS reagent). This was done to avoid putative interference of PEG with silica-based clotting assays.' The aPTT in Figure 5 is labelled 'aPTT actin factor specific'. Any silica-activated aPTT or FVIII value for a PEGylated oligonucleotide may be a conjugate artefact.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
COG-MSR0023,COG-OLG004,COG-S003,clinical,human,"phase 2a open-label intraindividual dose-escalation trial in patients with type 2B von Willebrand disease (NCT04677803 / EUDRA-CT 2020-003807-32), Medical University of Vienna",plasma,subcutaneous injection,"3 mg on days 0, 4 and 7; 6 mg on days 14 and 21; 9 mg on day 28 (6 mg for patient 5). All doses refer to the core, unpegylated aptamer.",mg,day 35 (1 week after the last dose; peak effect),"28-day dosing period, followed to day 35 and beyond into washout",5 patients (4 thrombocytopenic; male:female 3:2),factor_activity,VWF_ristocetin_cofactor_activity,48% (range: 15%-69%),%_activity,FALSE,17% (range: 9%-21%),same patients' baseline before rondoraptivon pegol,increase,"median rise, P < .001",2.824,value_over_matched_control,NOT_REPORTED,readout_has_no_published_CTCAE_criterion,provisional,NOT_REPORTED,TRUE,FALSE,"Results, 'VWF platelet-dependent activity levels and multimer patterns.', sentence 1 (Figure 6)",CC_BY_NC_ND,"Plasma levels of VWF:GPIbM increased from a baseline median 18% (range: 3%-40%) to a peak level of 72% (range: 3%-95%; P < .001; Figure 6), VWF:RCo increased from 17% (range: 9%-21%) to 48% (range: 15%-69%; P < .001) and VWF:CB from 50% (range: 15%-72%) to 100% (range: 32%-133%; P = .002) on day 35.","Assay: Siemens Healthcare Diagnostics VWF Ristocetin Co-Factor. Two of the five patients (1 and 4) stayed on their regular recombinant VWF prophylaxis throughout, so 'the measured VWF parameters represent an interaction between rondoraptivon pegol and the recombinant Von Willebrand Factor (rVWF) infusions' - these are not drug-alone values. DATASET-WIDE ASSAY HAZARD: the investigators deliberately chose a non-silica activator - 'FVIII activity was determined via a 1-stage clotting assay using soy phosphatides and rabbit brain phosphatides with ellagic acid as an activator (Siemens Dade Actin FS reagent). This was done to avoid putative interference of PEG with silica-based clotting assays.' The aPTT in Figure 5 is labelled 'aPTT actin factor specific'. Any silica-activated aPTT or FVIII value for a PEGylated oligonucleotide may be a conjugate artefact.",FALSE,measured_in_this_document,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,human,species_field,TRUE,coagulation,NOT_APPLICABLE
