measurement_id,oligo_id,study_type,species,system_model,tissue,delivery_method,dose_or_conc_value,dose_or_conc_unit,exposure_duration,readout_category,readout_name,readout_value,readout_unit,effect_direction,effect_vs_control,thrombocytopenia_grade,is_platelet_specific,subject_class,source_id,source_ref,source_table,redistribution,notes
TMSR295,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>175-275,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.3,pct_incidence,decrease,0.3pct_vs_0pct_placebo,2,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group >175-275 mg/week",summary_stat,"4 of 1231 subjects | Grade rationale: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR296,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>275-375,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.4,pct_incidence,decrease,0.4pct_vs_0pct_placebo,2,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group >275-375 mg/week",summary_stat,"1 of 257 subjects | Grade rationale: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR297,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>375-475,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.5,pct_incidence,decrease,0.5pct_vs_0pct_placebo,2,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group >375-475 mg/week",summary_stat,"1 of 219 subjects | Grade rationale: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR298,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>475,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group >475 mg/week",summary_stat,"0 of 40 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <100-75 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR299,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>75-175,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group >75-175 mg/week",summary_stat,"0 of 344 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <100-75 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR300,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.3,pct_incidence,decrease,0.3pct_vs_0pct_placebo,2,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group ASO total",summary_stat,"6 of 2249 subjects | Grade rationale: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | Pooled across all 2'MOE ASO dose levels; dose_or_conc_value TBD because the row aggregates every dose band. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR301,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,0,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<100-75KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <100-75 K/uL, dose group Placebo",summary_stat,"0 of 749 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <100-75 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 2: platelet nadir 75-99 K/uL -> schema grade 2 (moderate, 50-99 x10^9/L band) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | PLACEBO CONTROL ARM - no ASO administered; carried under the class-pool oligo_name for joinability. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR302,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>0-75,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group >0-75 mg/week",summary_stat,"0 of 158 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR303,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>175-275,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group >175-275 mg/week",summary_stat,"0 of 1231 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR304,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>275-375,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group >275-375 mg/week",summary_stat,"0 of 257 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR305,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>375-475,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group >375-475 mg/week",summary_stat,"0 of 219 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR306,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>475,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group >475 mg/week",summary_stat,"0 of 40 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR307,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>75-175,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group >75-175 mg/week",summary_stat,"0 of 344 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR308,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,TBD,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group ASO total",summary_stat,"0 of 2249 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | Pooled across all 2'MOE ASO dose levels; dose_or_conc_value TBD because the row aggregates every dose band. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR309,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,0,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<25KperuL_incidence,0.0,pct_incidence,no_change,TBD,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <25 K/uL, dose group Placebo",summary_stat,"0 of 749 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir <25 K/uL -> CTCAE grade 4 -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | PLACEBO CONTROL ARM - no ASO administered; carried under the class-pool oligo_name for joinability. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR310,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>0-75,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <50-25 K/uL, dose group >0-75 mg/week",summary_stat,"0 of 158 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR311,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>175-275,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <50-25 K/uL, dose group >175-275 mg/week",summary_stat,"0 of 1231 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR312,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>275-375,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <50-25 K/uL, dose group >275-375 mg/week",summary_stat,"0 of 257 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR313,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>375-475,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <50-25 K/uL, dose group >375-475 mg/week",summary_stat,"0 of 219 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
TMSR314,TOLG014,clinical,human,patient_cohort,blood,systemic_dose,>475,mg,phase 1 to phase 3 plus open-label extension trials; individual exposures ranged from single weeks to 4.6 years (mipomersen open-label extension). Duration not resolvable per cell.,platelet_count,confirmed_platelet_reduction_<50-25KperuL_incidence,0.0,pct_incidence,no_change,0pct_vs_0pct_placebo,0,TRUE,human_clinical,CROOKE2017,PMID 28145801; PMCID PMC5467133; doi:10.1089/nat.2016.0650,"Table 3 panel A, band <50-25 K/uL, dose group >475 mg/week",summary_stat,"0 of 40 subjects | Grade rationale: EXPLICIT ZERO INCIDENCE - not one subject in this group reached the <50-25 K/uL band, so there is no platelet signal at this exposure -> schema grade 0 (negative control). Had the incidence been non-zero, this band would grade 3: platelet nadir 25-49 K/uL -> <50 x10^9/L -> schema grade 3 (severe) | Table 3 panel A: all subjects had BASELINE platelet levels within the normal range (LLN-ULN); n = subjects from 52 trials with normal baseline platelet counts and with post-baseline values. | 'Confirmed' = a consecutive (next) abnormal laboratory value after the initial observation; if there was no consecutive test to confirm, the initial observation was presumed confirmed (Table 3 footnote b). Lowest confirmed category was reported for each subject. Data collected on/after protocol-specified procedures (e.g. total knee arthroplasty, endotoxin bolus), non-placebo comparator groups and crossover/DDI trials were excluded. | Dose expressed as mg/week; dose_or_conc_value carries the dose BAND exactly as printed where the source reports a band rather than a single dose.;verified_against_source"
